fre1_num4,call_fre1,fre2_num4,call_fre2,fre3_num4,call_fre3,fre4_num4,call_fre4,fre5_num4,call_fre5,lacfre1_num4,lac_fre1,lacfre2_num4,lac_fre2,lacfre3_num4,lac_fre3,cefre1_num4,cellid_fre1,cefre2_num4,cellid_fre2,cefre3_num4,cellid_fre3,T1_fre,T2_fre,T3_fre,T4_fre,T5_fre,T6_fre,early_fre,late_fre,mid_term_fre,opp_attr_code_ur,roam_code_ur,single_num,call_type1,call_type2,dur_type120<x<=150,dur_type150<x<=180,dur_type180<x<=210,dur_type210<x<=240,dur_type240<x<=270,dur_type30<x<=60,dur_type60<x<=90,dur_type90<x<=120,dur_typex<=30,dur_typex>270,longdis_type0,longdis_type2,longdis_type3,longdis_type4,longdis_type5,opp_operator0,opp_operator1,opp_operator2,opp_operator3,opp_operator4,roam_type0,roam_type1,roam_type4,roam_type5
5925,77,9393,24,9841,23,6881,23,3356,11,7562,342,1674,11,7558,3,8774,231,4032,42,8586,31,0,62,241,324,358,359,116,145,98,0.011173184,0.033519553,359,0.604456825,0.395543175,0.013927577,0.013927577,0.002785515,0.002785515,0.002785515,0.256267409,0.094707521,0.04735376,0.559888579,0.005571031,0.988857939,0.011142061,0,0,0,0,0.105849582,0.178272981,0.715877437,0,1,0,0,0
1393,14,5000,12,185,11,3228,6,543,5,7380,43,7378,35,7332,4,2933,40,1035,16,3625,6,0,9,37,53,83,83,27,30,26,0,0,83,0.373493976,0.626506024,0.012048193,0.024096386,0.036144578,0,0,0.228915663,0.048192771,0.024096386,0.626506024,0,0.987951807,0,0.012048193,0,0,0,0.289156627,0.096385542,0.614457831,0,1,0,0,0
1709,18,5516,3,397,2,3636,2,5386,1,1668,33,1662,2,7182,1,17,32,3959,2,4168,1,0,11,19,28,36,36,18,10,8,0,0,36,0.305555556,0.694444444,0.083333333,0.027777778,0,0,0,0.222222222,0.055555556,0.027777778,0.583333333,0,1,0,0,0,0,0,0.083333333,0.055555556,0.861111111,0,1,0,0,0
6485,33,3924,21,4784,19,5445,15,5913,12,7332,186,7562,43,7324,22,1428,60,1159,42,6332,17,0,9,120,195,258,266,81,87,98,0.003816794,0,266,0.563909774,0.436090226,0.022556391,0.015037594,0.015037594,0.015037594,0.003759398,0.266917293,0.135338346,0.060150376,0.447368421,0.018796992,1,0,0,0,0,0,0.387218045,0.161654135,0.447368421,0.003759398,1,0,0,0
4949,18,8583,18,6828,13,8120,10,4521,4,7554,88,7552,3,7558,2,5589,55,5068,19,5069,7,0,15,40,58,92,95,34,32,29,0.031914894,0,95,0.568421053,0.431578947,0.063157895,0.021052632,0.010526316,0,0,0.305263158,0.115789474,0.052631579,0.410526316,0.021052632,1,0,0,0,0,0,0.178947368,0.242105263,0.578947368,0,1,0,0,0
1281,23,1742,7,9779,2,4940,1,4558,1,7562,36,7558,1,0,0,8775,31,1283,2,3781,1,0,2,12,27,37,37,13,7,17,0.028571429,0,37,0.162162162,0.837837838,0.027027027,0.027027027,0,0,0,0.351351351,0.081081081,0.027027027,0.459459459,0.027027027,1,0,0,0,0,0,0.027027027,0.054054054,0.864864865,0.054054054,1,0,0,0
0,24,4019,8,5061,5,7217,1,4609,1,6396,38,6378,1,0,0,6591,36,9206,1,8724,1,0,1,11,17,38,39,11,17,11,0.026315789,0,39,1,0,0,0.025641026,0,0,0,0.179487179,0,0.025641026,0.769230769,0,0.948717949,0,0.051282051,0,0,0,0.615384615,0.153846154,0.230769231,0,0,0,1,0
7075,39,4661,25,2075,13,8754,10,5331,9,7332,256,7378,15,7334,12,3339,109,9538,12,1966,10,0,49,135,190,288,296,66,115,115,0.077192982,0,296,0.378378378,0.621621622,0.023648649,0.006756757,0.010135135,0.003378378,0.013513514,0.212837838,0.060810811,0.040540541,0.618243243,0.010135135,0.969594595,0.006756757,0.023648649,0,0,0,0.175675676,0.378378378,0.445945946,0,1,0,0,0
0,24,5061,12,4019,11,7947,2,8856,2,6396,60,5022,1,0,0,6591,47,8724,5,29,2,0,1,20,35,61,61,20,17,24,0.13559322,0,61,0.540983607,0.459016393,0.016393443,0,0,0,0.016393443,0.180327869,0.098360656,0.032786885,0.62295082,0.032786885,0.442622951,0,0.557377049,0,0,0,0.426229508,0.245901639,0.327868852,0,0,0,1,0
2111,30,4344,17,593,6,6331,5,4436,3,7380,49,7334,24,7332,6,7097,24,939,10,217,6,1,19,45,59,67,83,21,42,20,0.461538462,0,83,0.614457831,0.385542169,0.012048193,0.012048193,0.012048193,0,0.048192771,0.204819277,0.156626506,0.060240964,0.34939759,0.144578313,0.662650602,0,0.337349398,0,0,0,0.301204819,0.13253012,0.56626506,0,1,0,0,0
8456,47,7180,20,1884,17,23,13,4505,7,7332,118,7324,10,7334,1,467,35,9913,16,9175,13,0,25,87,99,127,130,52,48,30,0,0,130,0.615384615,0.384615385,0.046153846,0.023076923,0.015384615,0.015384615,0.007692308,0.223076923,0.146153846,0.084615385,0.4,0.038461538,1,0,0,0,0,0,0.684615385,0.038461538,0.276923077,0,1,0,0,0
1009,23,4587,12,4075,8,6733,7,2791,6,7148,53,7334,37,7554,5,8399,51,386,21,2811,10,0,24,65,79,97,97,45,34,18,0.010638298,0.447916667,97,0.402061856,0.597938144,0.051546392,0.010309278,0.010309278,0.010309278,0,0.18556701,0.134020619,0.06185567,0.536082474,0,1,0,0,0,0,0,0.515463918,0.020618557,0.463917526,0,1,0,0,0
1892,15,804,14,8572,10,1408,10,9290,9,7334,113,7324,17,1230,5,8096,46,6561,29,5220,12,5,6,22,54,107,155,57,47,51,0.144736842,0.078431373,155,0.496774194,0.503225806,0.064516129,0.058064516,0.006451613,0.006451613,0.006451613,0.290322581,0.180645161,0.070967742,0.277419355,0.038709677,0.858064516,0.077419355,0.064516129,0,0,0,0.193548387,0.109677419,0.696774194,0,0.967741935,0.032258065,0,0
3425,19,2394,7,9635,6,3485,5,2983,4,7204,49,7332,18,7334,1,9833,38,4972,3,4793,3,0,4,34,42,66,69,13,35,21,0.044776119,0.264705882,69,0.47826087,0.52173913,0.057971014,0.014492754,0.028985507,0.028985507,0.014492754,0.246376812,0.144927536,0.057971014,0.376811594,0.028985507,0.942028986,0,0.057971014,0,0,0,0.217391304,0.217391304,0.565217391,0,1,0,0,0
7181,7,830,4,1558,3,7282,1,5722,1,7558,19,0,0,0,0,1381,12,4929,2,1383,2,0,2,3,12,18,19,3,3,13,0,0,19,0.368421053,0.631578947,0,0,0,0,0,0.421052632,0.052631579,0.052631579,0.315789474,0.157894737,0.947368421,0.052631579,0,0,0,0,0,0.052631579,0.947368421,0,1,0,0,0
7670,36,7675,27,2300,14,3374,14,5374,12,7556,89,7334,41,7558,13,4743,84,8880,23,8882,10,1,3,40,73,115,150,61,46,43,0.060402685,0,150,0.306666667,0.693333333,0.02,0.006666667,0.013333333,0.006666667,0.013333333,0.213333333,0.066666667,0.066666667,0.54,0.053333333,1,0,0,0,0,0,0.92,0.02,0.06,0,1,0,0,0
5441,88,338,76,2615,57,7779,38,5286,24,7556,172,7562,161,7554,31,1744,145,8432,70,7237,26,2,74,220,265,377,393,111,156,126,0.012820513,0,393,0.600508906,0.399491094,0.012722646,0.017811705,0.002544529,0.005089059,0,0.284987277,0.058524173,0.040712468,0.572519084,0.005089059,0.989821883,0.002544529,0.007633588,0,0,0,0.564885496,0.055979644,0.37913486,0,1,0,0,0
9670,11,9838,8,3485,7,6494,6,388,3,7324,34,7334,13,0,0,7522,18,341,8,2464,4,0,15,31,44,47,47,15,11,21,0,0,47,0.553191489,0.446808511,0.021276596,0,0,0,0,0.127659574,0.170212766,0.063829787,0.595744681,0.021276596,1,0,0,0,0,0,0.680851064,0.042553191,0.276595745,0,1,0,0,0
7648,23,2540,21,4041,11,9542,10,5586,8,7332,85,7334,52,7324,6,7678,33,5778,28,3339,23,0,18,50,87,136,145,19,32,94,0.152777778,0,145,0.434482759,0.565517241,0.020689655,0,0.006896552,0,0,0.275862069,0.110344828,0.04137931,0.510344828,0.034482759,0.965517241,0,0.034482759,0,0,0,0.2,0.524137931,0.275862069,0,1,0,0,0
9409,12,5528,8,6208,8,2550,8,6760,3,7558,34,7562,13,3650,4,8368,29,3416,10,9833,3,2,17,23,35,49,51,12,19,20,0.32,0.06,51,0.176470588,0.823529412,0.078431373,0.019607843,0.019607843,0.019607843,0.019607843,0.294117647,0.196078431,0.078431373,0.137254902,0.137254902,0.921568627,0.078431373,0,0,0,0,0.235294118,0.31372549,0.450980392,0,0.921568627,0.078431373,0,0
7358,3,1558,2,7534,2,3675,1,518,1,7324,6,7334,4,0,0,6008,4,3176,2,55,1,0,0,2,5,10,10,4,0,6,0,0,10,0.5,0.5,0.1,0.1,0,0,0,0.3,0.2,0.1,0.2,0,1,0,0,0,0,0,0.5,0.2,0.3,0,1,0,0,0
3908,94,2086,86,5510,26,5202,16,4574,14,9114,156,9164,104,9166,3,269,106,5871,70,9369,37,0,19,92,146,228,263,77,83,103,0.099236641,0,263,0.47148289,0.52851711,0.057034221,0.022813688,0.019011407,0.011406844,0.011406844,0.212927757,0.091254753,0.060836502,0.463878327,0.049429658,0.102661597,0.897338403,0,0,0,0,0.441064639,0.08365019,0.475285171,0,0,1,0,0
5009,2,3035,2,7394,1,3337,1,7061,1,7554,5,7562,1,1668,1,7407,3,7409,2,9360,1,0,0,5,7,8,8,3,2,3,0,0.142857143,8,0.25,0.75,0,0,0,0,0,0.5,0.125,0,0.25,0.125,0.875,0,0.125,0,0,0,0,0.5,0.5,0,1,0,0,0
4560,17,5283,8,2307,5,4315,4,8519,3,7562,52,0,0,0,0,7624,18,5254,14,2008,12,0,11,25,34,45,52,16,13,23,0.020408163,0,52,0.269230769,0.730769231,0.038461538,0.019230769,0,0.038461538,0.038461538,0.269230769,0.115384615,0.115384615,0.326923077,0.038461538,0.942307692,0,0.057692308,0,0,0,0.365384615,0.365384615,0.269230769,0,1,0,0,0
7413,23,5635,15,827,3,3042,3,1858,1,7332,47,7334,5,0,0,5777,19,2508,16,3340,3,1,8,37,40,47,52,22,4,26,0,0,52,0.192307692,0.807692308,0.057692308,0.019230769,0,0,0,0.384615385,0.115384615,0.115384615,0.307692308,0,1,0,0,0,0,0,0.038461538,0.076923077,0.884615385,0,1,0,0,0
2582,26,3199,14,448,6,4639,3,4133,1,7332,51,7324,5,9008,2,9895,27,1127,9,2755,6,0,4,26,35,51,61,21,14,26,0.444444444,0.016666667,61,0.491803279,0.508196721,0.06557377,0.016393443,0.032786885,0.016393443,0,0.180327869,0.229508197,0.098360656,0.344262295,0.016393443,1,0,0,0,0,0,0.557377049,0.049180328,0.37704918,0.016393443,0.967213115,0.032786885,0,0
