fre1_num4,call_fre1,fre2_num4,call_fre2,fre3_num4,call_fre3,fre4_num4,call_fre4,fre5_num4,call_fre5,lacfre1_num4,lac_fre1,lacfre2_num4,lac_fre2,lacfre3_num4,lac_fre3,cefre1_num4,cellid_fre1,cefre2_num4,cellid_fre2,cefre3_num4,cellid_fre3,T1_fre,T2_fre,T3_fre,T4_fre,T5_fre,T6_fre,early_fre,late_fre,mid_term_fre,opp_attr_code_ur,roam_code_ur,single_num,call_type1,call_type2,dur_type120<x<=150,dur_type150<x<=180,dur_type180<x<=210,dur_type210<x<=240,dur_type240<x<=270,dur_type30<x<=60,dur_type60<x<=90,dur_type90<x<=120,dur_typex<=30,dur_typex>270,longdis_type0,longdis_type2,longdis_type3,longdis_type4,longdis_type5,opp_operator0,opp_operator1,opp_operator2,opp_operator3,opp_operator4,roam_type0,roam_type1,roam_type4,roam_type5
1572,59,3016,55,8311,12,9261,8,2894,8,7324,96,7334,77,7332,34,854,63,7522,18,3929,9,7,20,122,196,250,272,109,87,76,0.097378277,0.189591078,272,0.426470588,0.573529412,0.044117647,0.033088235,0.044117647,0.011029412,0.014705882,0.286764706,0.088235294,0.0625,0.330882353,0.084558824,0.911764706,0.003676471,0.084558824,0,0,0,0.150735294,0.555147059,0.294117647,0,0.922794118,0,0.077205882,0
4752,3,5328,2,7074,2,6859,1,5805,1,7558,15,0,0,0,0,453,3,4961,2,8166,2,0,1,5,10,15,15,5,3,7,0,0,15,0.133333333,0.866666667,0,0,0,0.066666667,0.066666667,0.466666667,0.133333333,0,0.266666667,0,1,0,0,0,0,0,0.333333333,0.4,0.266666667,0,1,0,0,0
1243,12,1837,10,8646,7,654,5,2073,4,7332,85,7192,5,7138,2,135,28,2478,21,6956,10,0,8,35,63,90,94,28,39,27,0.032967033,0.075268817,94,0.244680851,0.755319149,0.042553191,0.021276596,0.010638298,0.031914894,0.010638298,0.223404255,0.159574468,0.127659574,0.319148936,0.053191489,1,0,0,0,0,0,0.287234043,0.085106383,0.617021277,0.010638298,1,0,0,0
9575,4,2880,3,494,3,8133,2,9337,2,7562,17,7558,2,0,0,4650,12,7532,2,3877,2,0,2,8,14,19,19,12,3,4,0,0,19,0.052631579,0.947368421,0,0,0,0,0,0.473684211,0.052631579,0,0.421052632,0.052631579,1,0,0,0,0,0,0.210526316,0.578947368,0.210526316,0,1,0,0,0
1945,62,1274,30,7860,27,3338,18,9039,17,7332,269,7334,54,7324,16,4499,57,4973,53,3036,14,13,24,155,248,333,350,155,118,77,0.081632653,0,350,0.294285714,0.705714286,0.028571429,0.011428571,0.002857143,0,0.005714286,0.345714286,0.114285714,0.045714286,0.44,0.005714286,0.971428571,0.002857143,0.025714286,0,0,0,0.077142857,0.285714286,0.637142857,0,1,0,0,0
1984,5,9640,5,1238,4,4815,3,2385,2,7332,35,7334,3,0,0,1640,27,1639,8,4608,1,1,8,14,22,33,38,10,17,11,0,0,38,0.026315789,0.973684211,0,0,0,0,0,0.315789474,0.078947368,0.078947368,0.473684211,0.052631579,1,0,0,0,0,0,0.605263158,0.263157895,0.131578947,0,1,0,0,0
5523,15,3531,4,4487,3,7990,2,2213,1,7324,18,7334,15,0,0,4031,9,5222,5,7854,4,0,1,14,20,33,33,11,17,5,0.193548387,0,33,0,1,0.060606061,0,0.03030303,0.03030303,0,0.363636364,0.212121212,0.03030303,0.121212121,0.151515152,1,0,0,0,0,0,0.484848485,0.212121212,0.303030303,0,1,0,0,0
4191,14,474,13,1084,13,9888,12,2453,12,7334,81,7332,50,7562,28,2016,25,5621,19,3650,17,3,30,107,161,217,217,94,47,76,0,0,217,0.534562212,0.465437788,0.041474654,0.013824885,0.00921659,0.013824885,0,0.373271889,0.175115207,0.092165899,0.244239631,0.036866359,1,0,0,0,0,0,0.078341014,0.31797235,0.603686636,0,1,0,0,0
6170,7,7908,6,2496,5,8686,3,3159,3,7324,30,7334,18,9276,7,6844,14,4029,11,5120,5,0,5,22,44,62,63,26,19,18,0.216666667,0.147540984,63,0.444444444,0.555555556,0.063492063,0.015873016,0,0,0,0.19047619,0.126984127,0.047619048,0.507936508,0.047619048,0.825396825,0,0.174603175,0,0,0,0.158730159,0.126984127,0.714285714,0,0.825396825,0,0.174603175,0
710,28,4995,22,1252,10,861,9,3655,7,7324,105,7332,3,7556,3,796,28,6426,12,2440,7,0,3,75,99,113,113,61,14,38,0.018018018,0,113,0.398230088,0.601769912,0.017699115,0,0.017699115,0.008849558,0.008849558,0.292035398,0.132743363,0.061946903,0.424778761,0.03539823,1,0,0,0,0,0,0.097345133,0.389380531,0.513274336,0,1,0,0,0
6747,34,6037,32,7763,30,104,29,3286,24,7324,734,7332,132,7330,31,2685,538,2686,79,5879,50,0,55,433,716,892,928,427,127,374,0.042391304,0.002157497,928,0.326508621,0.673491379,0.038793103,0.028017241,0.019396552,0.010775862,0.006465517,0.304956897,0.135775862,0.079741379,0.323275862,0.052801724,0.987068966,0.004310345,0.00862069,0,0,0,0.19612069,0.253232759,0.550646552,0,1,0,0,0
9634,25,2515,11,5579,11,5338,9,2472,9,7556,88,7558,44,9112,11,9422,40,2363,19,3783,15,0,6,62,128,168,170,97,36,37,0.091463415,0.107784431,170,0.541176471,0.458823529,0.041176471,0.017647059,0.017647059,0.005882353,0.005882353,0.358823529,0.176470588,0.064705882,0.247058824,0.064705882,0.858823529,0.129411765,0.011764706,0,0,0,0.211764706,0.276470588,0.511764706,0,0.9,0.1,0,0
5757,8,7057,4,7489,4,7819,4,4842,3,7558,68,7562,1,0,0,151,28,8463,16,2496,11,0,8,28,44,68,69,22,27,20,0.14516129,0,69,0.188405797,0.811594203,0.115942029,0.014492754,0.014492754,0,0.014492754,0.289855072,0.101449275,0.115942029,0.217391304,0.115942029,0.985507246,0,0.014492754,0,0,0,0.289855072,0.101449275,0.608695652,0,1,0,0,0
3036,3,9813,1,3408,1,9763,1,3472,1,7558,7,0,0,0,0,876,1,2639,1,4993,1,0,0,2,5,7,7,5,1,1,0,0,7,0.571428571,0.428571429,0,0,0,0,0,0.428571429,0.142857143,0,0.428571429,0,1,0,0,0,0,0,0.285714286,0.571428571,0.142857143,0,1,0,0,0
4076,15,4358,9,5976,8,4109,7,8988,6,7324,89,7450,23,7432,8,9454,46,9456,18,9457,13,1,25,79,93,123,128,41,37,50,0.008064516,0.251968504,128,0.5546875,0.4453125,0.015625,0.03125,0.0234375,0,0.0078125,0.2265625,0.09375,0.03125,0.5546875,0.015625,0.984375,0,0.015625,0,0,0,0.125,0.3046875,0.5703125,0,1,0,0,0
8986,28,3109,18,6988,15,8676,9,3204,4,7554,89,7556,1,0,0,7239,30,9120,29,7655,26,2,2,33,42,64,90,30,30,30,0,0,90,0.544444444,0.455555556,0.033333333,0.044444444,0.022222222,0.011111111,0.022222222,0.255555556,0.077777778,0.066666667,0.466666667,0,1,0,0,0,0,0,0.166666667,0.044444444,0.788888889,0,1,0,0,0
5622,99,6021,47,1070,20,8257,10,3616,9,7334,335,7332,25,7324,7,3550,113,8664,88,3549,72,1,37,156,246,356,377,183,106,88,0.046321526,0.010666667,377,0.583554377,0.416445623,0.037135279,0.015915119,0.023872679,0.01061008,0.00795756,0.297082228,0.135278515,0.047745358,0.387267905,0.037135279,0.944297082,0.034482759,0.021220159,0,0,0,0.143236074,0.193633952,0.663129973,0,0.986737401,0.013262599,0,0
407,7,5777,6,7303,3,1782,3,4357,2,7324,17,7334,15,7332,14,6770,7,7313,5,2687,4,0,2,16,30,47,49,20,22,7,0.041666667,0,49,0.040816327,0.959183673,0.06122449,0.06122449,0.020408163,0,0.020408163,0.285714286,0.183673469,0.06122449,0.265306122,0.040816327,1,0,0,0,0,0,0.102040816,0.265306122,0.632653061,0,1,0,0,0
8051,35,7627,20,1435,13,373,10,6644,9,7558,86,912,32,7334,25,1955,24,8339,21,9985,17,2,8,43,133,180,193,88,47,58,0.005263158,0.285714286,193,0.331606218,0.668393782,0.062176166,0.015544041,0.015544041,0.020725389,0.015544041,0.259067358,0.119170984,0.041450777,0.404145078,0.046632124,0.74611399,0.248704663,0.005181347,0,0,0,0.077720207,0.186528497,0.730569948,0.005181347,0.751295337,0.248704663,0,0
5383,18,1454,12,4042,5,2987,5,3908,3,7558,35,7432,15,0,0,5339,19,7541,11,604,7,0,10,26,39,47,50,10,29,11,0,0.285714286,50,0.26,0.74,0.06,0.04,0,0,0.02,0.28,0.18,0.12,0.28,0.02,1,0,0,0,0,0,0.38,0.12,0.5,0,1,0,0,0
